@relation STORM_7-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {0.9.6}
@attribute 'LOC Touched' numeric
@attribute 'Number of Revisions' numeric
@attribute 'Number of Bug Fixed' numeric
@attribute 'LOC Added' numeric
@attribute 'Max LOC Added' numeric
@attribute 'Chg Set Size' numeric
@attribute 'Max Chg Set' numeric
@attribute 'Avg Chg Set' numeric
@attribute 'Avg LOC Added' numeric
@attribute Buggy {true,false}

@data
0.9.6,125,6,2,100,48,541,203,90.166664,16.666666,true
0.9.6,162,6,2,115,26,541,203,90.166664,19.166666,true
0.9.6,18,1,0,18,18,8,8,8,18,false
0.9.6,17,1,0,17,17,8,8,8,17,false
0.9.6,17,1,0,17,17,8,8,8,17,false
0.9.6,165,3,0,165,55,241,101,80.333336,55,false
0.9.6,132,3,0,132,44,241,101,80.333336,44,false
0.9.6,168,3,0,168,56,241,101,80.333336,56,false
0.9.6,213,3,0,213,71,241,101,80.333336,71,false
0.9.6,222,3,0,222,74,241,101,80.333336,74,false
0.9.6,179,4,0,179,54,289,101,72.25,44.75,false
0.9.6,206,4,0,206,63,289,101,72.25,51.5,false
0.9.6,131,4,0,131,38,289,101,72.25,32.75,false
0.9.6,122,4,0,122,35,289,101,72.25,30.5,false
0.9.6,143,4,0,143,42,289,101,72.25,35.75,false
0.9.6,267,3,0,267,89,241,101,80.333336,89,false
0.9.6,702,3,0,702,234,241,101,80.333336,234,false
0.9.6,121,4,0,119,41,243,101,60.75,29.75,false
0.9.6,93,3,0,93,31,241,101,80.333336,31,false
0.9.6,606,3,0,606,202,241,101,80.333336,202,false
0.9.6,108,3,0,108,36,241,101,80.333336,36,false
0.9.6,108,3,0,108,36,241,101,80.333336,36,false
0.9.6,648,3,0,648,216,241,101,80.333336,216,false
0.9.6,192,3,0,192,64,241,101,80.333336,64,false
0.9.6,72,3,0,72,24,241,101,80.333336,24,false
0.9.6,174,3,0,174,58,241,101,80.333336,58,false
0.9.6,270,3,0,270,90,241,101,80.333336,90,false
0.9.6,162,3,0,162,54,241,101,80.333336,54,false
0.9.6,231,3,0,231,77,241,101,80.333336,77,false
0.9.6,231,3,0,231,77,241,101,80.333336,77,false
0.9.6,186,3,0,186,62,241,101,80.333336,62,false
0.9.6,72,3,0,72,24,241,101,80.333336,24,false
0.9.6,117,3,0,117,39,241,101,80.333336,39,false
0.9.6,117,3,0,117,39,241,101,80.333336,39,false
0.9.6,117,3,0,117,39,241,101,80.333336,39,false
0.9.6,1773,3,0,1773,591,241,101,80.333336,591,false
0.9.6,789,3,0,789,263,241,101,80.333336,263,false
0.9.6,112,4,0,84,28,153,101,38.25,21,false
0.9.6,434,5,0,326,109,176,101,35.2,65.2,false
0.9.6,188,4,0,141,47,153,101,38.25,35.25,false
0.9.6,11,4,0,1,1,15,8,3.75,0.25,false
0.9.6,9,3,0,0,0,14,8,4.666666,0,false
0.9.6,22,5,0,8,8,15,8,3,1.6,false
0.9.6,202,6,0,201,46,306,203,51,33.5,false
0.9.6,26,1,0,26,26,13,13,13,26,false
0.9.6,1115,2,0,1094,1094,46,36,23,547,false
0.9.6,1842,2,0,1793,1793,46,36,23,896.5,false
0.9.6,412,2,0,407,407,46,36,23,203.5,false
0.9.6,387,1,0,387,387,36,36,36,387,false
0.9.6,535,2,0,526,526,46,36,23,263,false
0.9.6,62,1,0,62,62,36,36,36,62,false
0.9.6,1809,2,0,1772,1772,46,36,23,886,false
0.9.6,769,2,0,752,752,46,36,23,376,false
0.9.6,927,2,0,902,902,46,36,23,451,false
0.9.6,721,2,0,704,704,46,36,23,352,false
0.9.6,9,1,0,5,5,20,20,20,5,false
0.9.6,18,1,0,15,15,20,20,20,15,false
0.9.6,10,1,0,5,5,20,20,20,5,false
0.9.6,3,1,0,1,1,20,20,20,1,false
0.9.6,4,1,0,3,3,20,20,20,3,false
0.9.6,7,1,0,1,1,20,20,20,1,false
0.9.6,4,1,0,1,1,20,20,20,1,false
0.9.6,1,1,0,0,0,20,20,20,0,false
